Subsystem;Name;VID;DataType;VariableType;Unit;Description;HOST Changeable
GeminiFB.EFEM.LP3;DisplayName;5100001;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.E84Handling;Behaviour;5100002;U1;EquipmentConstant;;;False
GeminiFB.EFEM.LP3.E84Handling;DisplayName;5100003;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.E84Handling;InitiationState_CS_0;5100004;Boolean;EquipmentConstant;;;False
GeminiFB.EFEM.LP3.E84Handling;InitiationState_CS_1;5100005;Boolean;EquipmentConstant;;;False
GeminiFB.EFEM.LP3.E84SignalProvider.DigitalInput - Input AM_AVBL;DisplayName;5100006;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.E84SignalProvider.DigitalInput - Input BUSY;DisplayName;5100007;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.E84SignalProvider.DigitalInput - Input COMPT;DisplayName;5100008;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.E84SignalProvider.DigitalInput - Input CONT;DisplayName;5100009;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.E84SignalProvider.DigitalInput - Input CS_0;DisplayName;5100010;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.E84SignalProvider.DigitalInput - Input CS_1;DisplayName;5100011;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.E84SignalProvider.DigitalInput - Input ES;DisplayName;5100012;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.E84SignalProvider.DigitalInput - Input TR_REQ;DisplayName;5100013;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.E84SignalProvider.DigitalInput - Input VALID;DisplayName;5100014;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.E84SignalProvider.DigitalOutput - Output ES;DisplayName;5100015;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.E84SignalProvider.DigitalOutput - Output HO_AVBL;DisplayName;5100016;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.E84SignalProvider.DigitalOutput - Output L_REQ;DisplayName;5100017;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.E84SignalProvider.DigitalOutput - Output READY;DisplayName;5100018;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.E84SignalProvider.DigitalOutput - Output U_REQ;DisplayName;5100019;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.E84SignalProvider.DigitalOutput - Output VA;DisplayName;5100020;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.E84SignalProvider.DigitalOutput - Output VS_0;DisplayName;5100021;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.E84SignalProvider.DigitalOutput - Output VS_1;DisplayName;5100022;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.E84SignalProvider;DisplayName;5100023;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.EPTTracker;DisplayName;5100024;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.FIMS3;DisplayName;5100025;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.FIMS3;HandlingTypes;5100026;List;EquipmentConstant;;The handling types supported by the material location.;False
GeminiFB.EFEM.LP3.InternalCarrierIdReader;CharactersToTrimAtEnd;5100027;List;EquipmentConstant;;;False
GeminiFB.EFEM.LP3.InternalCarrierIdReader;DataLength;5100028;I4;EquipmentConstant;;;False
GeminiFB.EFEM.LP3.InternalCarrierIdReader;DataOffset;5100029;I4;EquipmentConstant;;;False
GeminiFB.EFEM.LP3.InternalCarrierIdReader;DisplayName;5100030;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.InternalCarrierIdReader;Pages;5100031;I4;EquipmentConstant;;;False
GeminiFB.EFEM.LP3.InternalCarrierIdReader;Port;5100032;I4;EquipmentConstant;;;False
GeminiFB.EFEM.LP3.InternalCarrierIdReader;SupportedCarrierSpecifications;5100033;List;EquipmentConstant;;Select supported carrier specifications.;False
GeminiFB.EFEM.LP3.InternalCarrierMapping;DisplayName;5100034;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.InternalCarrierMapping;SupportedCarrierSpecifications;5100035;List;EquipmentConstant;;Select supported carrier specifications.;False
GeminiFB.EFEM.LP3;LocationX;5100036;I4;EquipmentConstant;;X-Coordinate: position of module icon in pixel from left side.;False
GeminiFB.EFEM.LP3;LocationY;5100037;I4;EquipmentConstant;;Y-Coordinate: position of module icon in pixel from top side.;False
GeminiFB.EFEM.LP3.LP3;DisplayName;5100038;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.LP3;HandlingTypes;5100039;List;EquipmentConstant;;The handling types supported by the material location.;False
GeminiFB.EFEM.LP3.MaterialLocations;DisplayName;5100040;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.01;DisplayName;5100041;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.01;HandlingTypes;5100042;List;EquipmentConstant;;The handling types supported by the material location.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.02;DisplayName;5100043;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.02;HandlingTypes;5100044;List;EquipmentConstant;;The handling types supported by the material location.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.03;DisplayName;5100045;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.03;HandlingTypes;5100046;List;EquipmentConstant;;The handling types supported by the material location.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.04;DisplayName;5100047;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.04;HandlingTypes;5100048;List;EquipmentConstant;;The handling types supported by the material location.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.05;DisplayName;5100049;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.05;HandlingTypes;5100050;List;EquipmentConstant;;The handling types supported by the material location.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.06;DisplayName;5100051;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.06;HandlingTypes;5100052;List;EquipmentConstant;;The handling types supported by the material location.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.07;DisplayName;5100053;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.07;HandlingTypes;5100054;List;EquipmentConstant;;The handling types supported by the material location.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.08;DisplayName;5100055;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.08;HandlingTypes;5100056;List;EquipmentConstant;;The handling types supported by the material location.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.09;DisplayName;5100057;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.09;HandlingTypes;5100058;List;EquipmentConstant;;The handling types supported by the material location.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.10;DisplayName;5100059;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.10;HandlingTypes;5100060;List;EquipmentConstant;;The handling types supported by the material location.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.11;DisplayName;5100061;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.11;HandlingTypes;5100062;List;EquipmentConstant;;The handling types supported by the material location.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.12;DisplayName;5100063;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.12;HandlingTypes;5100064;List;EquipmentConstant;;The handling types supported by the material location.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.13;DisplayName;5100065;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.13;HandlingTypes;5100066;List;EquipmentConstant;;The handling types supported by the material location.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.14;DisplayName;5100067;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.14;HandlingTypes;5100068;List;EquipmentConstant;;The handling types supported by the material location.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.15;DisplayName;5100069;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.15;HandlingTypes;5100070;List;EquipmentConstant;;The handling types supported by the material location.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.16;DisplayName;5100071;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.16;HandlingTypes;5100072;List;EquipmentConstant;;The handling types supported by the material location.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.17;DisplayName;5100073;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.17;HandlingTypes;5100074;List;EquipmentConstant;;The handling types supported by the material location.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.18;DisplayName;5100075;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.18;HandlingTypes;5100076;List;EquipmentConstant;;The handling types supported by the material location.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.19;DisplayName;5100077;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.19;HandlingTypes;5100078;List;EquipmentConstant;;The handling types supported by the material location.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.20;DisplayName;5100079;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.20;HandlingTypes;5100080;List;EquipmentConstant;;The handling types supported by the material location.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.21;DisplayName;5100081;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.21;HandlingTypes;5100082;List;EquipmentConstant;;The handling types supported by the material location.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.22;DisplayName;5100083;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.22;HandlingTypes;5100084;List;EquipmentConstant;;The handling types supported by the material location.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.23;DisplayName;5100085;ASCII;EquipmentConstant;;Specifies the text which is used instead of the internal name when the element's name is somewhere displayed.;False
GeminiFB.EFEM.LP3.MaterialLocations.LP3.23;HandlingTypes;5100086;List;EquipmentConstant;;The handling types supported by the material location.;False
